% Model:              517_IH_ComsolLab_HeadModel.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 27 2022, 12:13
% Dimension:          3
% Nodes:              3802
% Expressions:        1
% Description:        Electric potential
% Length unit:        m
% X                       Y                        Z                        V (V) @ Refinement level=3
0.02676903857413965       0.09635039405443091      0                        0
0.02438567013401917       0.08663327538472035      0                        0.2041576876819229
0.037798561367480256      0.09078092744816693      0.01816843334466359      0
0.017945225861092835      0.09688812324831214      0.01704876658923588      0
0.017198899465531818      0.08672822998229408      0.01680511771196011      0.20397411217698116
0.035470617379965284      0.08065343583388816      0.018353707823570507     0.20396312524390628
-0.016517258527418973     0.08697065142399624      0.01622608891951929      0.2036144724257835
-0.01786187157658611      0.0968520298933567       0.017338911422516957     0
-0.020863822454066927     0.09084622775289898      0.03621689958670651      0
5.294106276211316E-18     0.08645931675806084      0.024995507035224875     0.20434156044339424
-0.01899653649594946      0.08140873064806589      0.03334291792013288      0.20406466856752412
5.891290445590431E-18     0.09621207436613033      0.02726205542132216      0
0.019566354441230626      0.08103363699985852      0.03392207907035322      0.20441373914828925
0.023723565695723654      0.08933608938634108      0.03816091670592259      0
0.045711696008972784      0.0829263891831588       0.03215050271809991      0
0.04135821269404668       0.07190386513036327      0.03491894073520168      0.20360293687020817
0.04140181863309672       0.07760425647336545      0.04757592659200958      0
5.51091059616309E-18      0.09000000000000001      0                        0.20475285941988555
6.123233995736767E-18     0.10000000000000002      0                        0
0.016780296667483485      0.08681482332420043      -0.01678118276341417     0.2039220124145687
0.018652483694449162      0.09648228316818554      -0.018527112205693908    0
0.03694409642274772       0.09063944702084631      -0.020484735372025678    0
0.034112957046858815      0.08113755300773498      -0.018788391454197577    0.20423089648845674
-0.016980534960242235     0.08680543163479015      -0.016627641779932718    0.20387223884488453
-0.018143466392812547     0.09662958926568405      -0.01826299826419762     0
-0.026293360801670582     0.09648127428725417      0                        0
-0.024451673686871126     0.08661467161583776      0                        0.20434794520847535
-0.03403826413851416      0.0812986935590552       0.018218644297191278     0.20451132694364751
-0.03681111502706607      0.09094092921090947      0.019356890368043733     0
-0.042451986523824925     0.08025833848596094      0.04190975952751235      0
-0.03780928932755064      0.07196907968367904      0.03861229350906033      0.2046402389741235
-0.034104166678738466     0.0811829208497331       -0.018607503256880004    0.2041263519960648
-0.03699297064966091      0.09066465856715904      -0.02028397913166459     0
0.050143159956462444      0.08651957979799116      0                        0
0.04561471182385102       0.07758398732612817      0                        0.20431932786896342
0.05527041665557257       0.06898671112824042      0.01691197003391726      0.20378229790812905
0.05761746064869501       0.07994552378734332      0.016998277994061894     0
0.06002269389786698       0.06997194903353957      0.03874535540798031      0
0.023391174674228955      0.06980834077258438      0.051765321460785364     0.20429033940772492
-0.01923606516026081      0.07015557898286567      0.05299215540746664      0.2044313031344896
-0.02133325285423208      0.07821551850121115      0.058542505824777415     0
4.713896495334861E-18     0.0769837719515024       0.046620525546187716     0.2049509436329419
5.250775647631623E-18     0.08575167389140148      0.05144530707957799      0
0.02526854294697609       0.07510474018876098      0.06099818635431336      0
0.061548408815563616      0.05594458904721363      0.034380173481392405     0.20336252146265896
0.04769720618288965       0.054573775229613174     0.0533542836099837       0.20413038924752988
0.06746545229855425       0.05360319473760742      0.050745544238619045     0
0.04848418527709269       0.061361733592069034     0.06232191772235912      0
5.3080860478287424E-18    0.08668762375444804      -0.02419173658100797     0.20419723645826837
5.898289775200602E-18     0.09632638209330592      -0.026855325283864962    0
-0.018763401429261518     0.08159774417985542      -0.03301125431672143     0.20449778714322567
-0.02044780299652081      0.09074214717198184      -0.03671171583069725     0
0.018734126188836506      0.08122407231517559      -0.03393644932045597     0.20439156471649336
0.020815286399564478      0.0904243277260229       -0.037284913938494146    0
0.058821778825564684      0.077596797644908        -0.02277576192033001     0
0.053861710961171504      0.06919175344106121      -0.020283425452487378    0.2045966713889151
0.039102886458681735      0.07113524397722851      -0.0388682561340179      0.2044936364109843
0.04277694498285319       0.07982730849187339      -0.042399690999784814    0
-0.039230510382040985     0.05848773502736555      0.05603705833226128      0.20462301172265732
-0.04932587495660393      0.08698814344248895      0                        0
-0.045696442441013056     0.07753587477169778      0                        0.20426264756005277
-0.053069089504133325     0.06971170749451067      0.0205900358766582       0.20440131652373536
-0.05815100889106332      0.07844979000239945      0.02154276243964332      0
-0.044720917534376306     0.06463824241397119      0.06182181777104434      0
-0.05698391560036349      0.05746924900342372      0.03937154787194851      0.204582685115438
-0.06327955817579642      0.06439173517704004      0.04300467367584533      0
-0.04156808614330393      0.08027095268149473      -0.042762932195864446    0
-0.038366987074939136     0.07183260707989866      -0.038315151870981105    0.20448687033779891
-0.05829574711845522      0.07807401574925192      -0.02249564252664693     0
-0.053255929306378624     0.0695826555364824       -0.02054409993660562     0.2047047495923939
0.0699782234211832        0.07143560976991463      0                        0
0.06407651999297344       0.06319967455753371      0                        0.20427761874958253
0.07515445891064734       0.06277934257721571      0.020262316042851978     0
0.07124469298298183       0.05253859189293033      0.016244694015855664     0.20364183823552326
0.07524058050503718       0.05430676904699644      0.037277739750972164     0
0.022807606150523383      0.05405369739228897      0.0682496219762825       0.20459278892340174
3.8531562363322304E-18    0.06292681676079906      0.06434449433611818      0.20496024108259417
-0.018909184607762013     0.05431742503991945      0.06922470711026742      0.20438183252247416
-0.02135580285680185      0.060516697889658064     0.07669197455322997      0
4.289812721268559E-18     0.07005795833141922      0.07135741683947094      0
0.02447689628797622       0.05847805090988354      0.07733821248185614      0
0.07314475001479746       0.04279191324860072      0.030310026489546615     0.2033286430949955
0.0671891024070017        0.03949689237884977      0.04500688847448797      0.20372014146442827
0.07988539218061826       0.03769736438975279      0.04687465023032191      0
0.06404321081396672       0.04087432291269136      0.06502120327298515      0
0.05727673465696159       0.033151711310877394     0.06099458749918931      0.2039096736777992
0.04189003077670087       0.0374337359617712       0.07031316187934841      0.20461490942058716
0.045250441528823855      0.04113385592220478      0.07912271126811692      0
4.770839288745878E-18     0.07791371834013727      -0.04504921711298691     0.2042990134333878
7.71976472138711E-4       0.08191729794094976      -0.04780277723435874     0.09997085517331426
0.020387477004160003      0.06968959592074325      -0.05317622590790337     0.204034425546697
5.281825707625985E-18     0.08625875985310047      -0.0505904968832364      0
-0.02027886512375212      0.06997108365753081      -0.05284709151016257     0.20417598742217982
-0.020917688234207022     0.07807035732157859      -0.05888522417905497     0
0.022827380983930275      0.07725889111276739      -0.05924503710387946     0
0.07008058329908924       0.05286417536728982      -0.019851720509715086    0.20425957180531534
0.0767245370736193        0.059851475197833424     -0.023046612060820402    0
0.05757617051949214       0.05649631345122071      -0.03991429762292933     0.20431183139281167
0.040708415666086684      0.056946289712949016     -0.05656805619681471     0.2043727956235362
0.06276315100423127       0.0636148243436372       -0.04487695399365082     0
0.04442984076316512       0.06314520373693265      -0.06355055070399517     0
-0.03838533254412134      0.04067298424205952      0.0705143573914022       0.2044158108180681
-0.05685979746707195      0.04165818736912606      0.055960332889666994     0.20419951691263233
