% Model:              517_IH_ComsolLab_Part3.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 27 2022, 12:21
% Dimension:          3
% Nodes:              1782
% Expressions:        1
% Description:        Electric potential
% Length unit:        m
% X                       Y                        Z                        V (V) @ Refinement level=3
-0.0389841669356426       -0.021524436944584266    -0.07821082624900831     -2.1239814618748558E-6
-0.027879956623963274     -0.027879956623963264    -0.09189894470173124     0
-0.05490521289202677      -0.02911370294752852     -0.07834417590328134     0
-0.03908848239172223      4.786958484455031E-18    -0.0920437919935104      0
-0.027808398550190096     3.40554662739042E-18     -0.08559610370835553     2.833454540565916E-7
-0.019662238399341215     -0.019662238399341208    -0.08559668663128817     -1.9485473943565334E-6
-0.021082798107528347     -0.03855199445552054     -0.07854463283674266     -4.094312944330332E-6
-0.029763941536160732     -0.054668323979729726    -0.07826545941524471     0
-5.107660709263802E-18    -0.027804809859299603    -0.08559726951594815     -2.8700168978169402E-6
-7.30513215361738E-18     -0.03976728723581634     -0.09175256849972968     0
5.51091059616309E-18      0                        -0.09000000000000001     2.73131101315929E-7
6.123233995736767E-18     0                        -0.10000000000000002     0
-0.019658583272692674     0.019658583272692678     -0.08559836568195223     2.4285026581367207E-6
-0.027716283305707346     0.02771628330570735      -0.09199790910360703     0
0.01965517939037889       -0.019655179390378905    -0.08559992900852226     -1.941848949127628E-6
0.02796187823047074       -0.02796187823047075     -0.0918491520464324      0
-0.052907215450407954     6.479265205314149E-18    -0.07280677546183496     2.8420250207802E-7
-0.0706054442402759       8.646673129123079E-18    -0.0708157553027962      0
-0.047752693493508365     0.02632211789145104      -0.08382616759594584     0
1.7019205233666172E-18    0.02779447142721576      -0.08560062708545593     3.2408447423118337E-6
2.406726757819506E-18     0.039304830739690225     -0.09195161695173748     0
0.019651524125289477      0.019651524125289477     -0.08560160745632253     2.384402803308358E-6
0.027798293286196346      0.027798293286196346     -0.09194840825565838     0
-0.039456266390143636     0.021561140561056357     -0.07796358291058969     2.609547076636188E-6
-0.03357899886077811      0.05492379686889727      -0.07652337795087182     0
-0.02119140906921732      0.040132323911867274     -0.07771950050723474     4.485226510798251E-6
-0.043919791619698056     -0.04440991771734634     -0.06479823386806796     -4.7449355405058776E-6
-0.05797522039798406      -0.05784207364545248     -0.05738613365787271     0
-0.061345395657133484     -0.023514983464350728    -0.0615125026668649      -2.3225382085326722E-6
-0.07961821875112801      -0.029053364538754418    -0.05307392252204256     0
-0.07282101775763707      8.918002630754281E-18    -0.0528876107629027      3.262713386394903E-7
-0.09205767443649979      1.1273813633560858E-17   -0.03905577568832854     0
